season,team,position,full_name,birth_date,years_exp,college
2002,TB,WR,Keyshawn Johnson,1972-07-22,6.0,
2002,PHI,P,Lee Johnson,1961-11-27,17.0,
2002,CHI,RB,Leon Johnson,1974-07-13,5.0,
2002,JAX,WR,Pat Johnson,1976-08-10,4.0,
2002,SD,DE,Raylee Johnson,1970-06-01,9.0,
2002,TB,QB,Rob Johnson,1973-03-18,7.0,
2002,NE,MLB,Ted Johnson,1972-12-04,7.0,
2002,WAS,G,Tre Johnson,1971-08-30,8.0,
2002,MIN,DE,Lance Johnstone,1973-06-11,6.0,
2002,ARZ,TE,Freddie Jones,1974-09-16,5.0,
2002,ARZ,OLB,Greg Jones,1974-05-22,5.0,
2002,ATL,FS,Henry Jones,1967-12-29,11.0,
2002,DAL,CB,Jermaine Jones,1976-07-25,3.0,
2002,CLV,OLB,Lenoy Jones,1974-09-25,6.0,
2002,NYJ,MLB,Marvin Jones,1972-06-28,9.0,
2002,PIT,ILB,Michael Jones,1969-04-15,11.0,
2002,NE,FS,Tebucky Jones,1974-10-06,4.0,
2002,SEA,T,Walter Jones,1974-01-19,5.0,
2002,OAK,RB,Randy Jordan,1970-06-06,9.0,
2002,DET,LB,Richard Jordan,1974-12-01,5.0,
2002,DET,T,Matt Joyce,1972-03-30,8.0,
2002,NYG,TE,Trey Junkin,1961-01-23,19.0,
2002,TB,WR,Joe Jurevicius,1974-12-23,4.0,
2002,PHI,DE,Ndukwe Kalu,1975-08-03,5.0,
2002,CAR,K,John Kasay,1969-10-27,11.0,
2002,TEN,DE,Jevon Kearse,1976-09-03,3.0,
2002,TB,CB,Brian Kelly,1976-01-14,4.0,
2002,ATL,MLB,Jeff Kelly,1975-12-13,3.0,
2002,ATL,TE,Reggie Kelly,1977-02-22,3.0,
2002,ARZ,G,Pete Kendall,1973-07-09,6.0,
2002,OAK,T,Lincoln Kennedy,1971-02-12,9.0,
2002,KC,WR,Eddie Kennison,1973-01-20,6.0,
2002,ATL,DE,Patrick Kerney,1976-12-30,3.0,
2002,SEA,OLB,Terry Killens,1974-03-24,6.0,
2002,SEA,DE,Lamar King,1975-08-10,3.0,
2002,TB,QB,Shaun King,1977-05-29,3.0,
2002,OAK,RB,Terry Kirby,1970-01-20,9.0,
2002,PHI,MLB,Levon Kirkland,1969-02-17,10.0,
2002,DET,DT,Travis Kirschke,1974-09-06,5.0,
2002,CIN,QB,Jon Kitna,1972-09-21,6.0,
2002,MIN,FB,Jim Kleinsasser,1977-01-31,3.0,
2002,NO,SS,Sammy Knight,1975-09-10,5.0,
2002,BLT,CB,Tommy Knight,1974-12-29,5.0,
2002,MIA,FB,Rob Konrad,1976-11-12,3.0,
2002,ATL,TE,Brian Kozlowski,1970-10-04,9.0,
2002,CHI,C,Olin Kreutz,1977-06-09,4.0,
2002,DET,OLB,Clint Kriewaldt,1976-03-16,3.0,
2002,CLV,DT,Ryan Kuehl,1972-01-18,7.0,
2002,CAR,OLB,Jason Kyle,1972-05-12,7.0,
2002,MIN,G,Corbin Lacina,1970-11-02,9.0,
2002,PHI,P,Sean Landeta,1962-01-06,17.0,
2002,CLV,DE,Kenard Lang,1975-01-31,5.0,
2002,ARZ,FS,Kwamie Lassiter,1969-12-03,7.0,
2002,NE,CB,Ty Law,1974-02-10,7.0,
2002,DEN,T,Matt Lepsis,1974-01-13,5.0,
2002,PHI,RB,Dorsey Levens,1970-05-21,8.0,
2002,PHI,TE,Chad Lewis,1971-10-05,5.0,
2002,HST,WR,Jermaine Lewis,1974-10-16,6.0,
2002,NYJ,OLB,Morris Lewis,1969-10-21,11.0,
2002,BLT,ILB,Ray Lewis,1975-05-15,6.0,
2002,MIN,T,Everett Lindsay,1970-09-18,9.0,
2002,CLV,FS,Earl Little,1973-03-10,5.0,
2002,SL,DE,Leonard Little,1974-10-19,4.0,
2002,CHI,LB,Jody Littleton,1974-10-23,4.0,
2002,MIN,T,Chris Liwienski,1975-08-02,4.0,
2002,WAS,WR,Kevin Lockett,1974-09-08,5.0,
2002,PIT,FS,Mike Logan,1974-09-15,5.0,
2002,GB,K,Ryan Longwell,1974-08-16,5.0,
2002,OAK,CB,Clarence Love,1976-06-16,4.0,
2002,WAS,G,David Loverne,1976-05-22,3.0,
2002,MIA,QB,Ray Lucas,1972-08-06,6.0,
2002,DAL,TE,Mike Lucky,1975-11-23,3.0,
2002,DET,CB,Todd Lyght,1969-02-09,11.0,
2002,SD,FS,Keith Lyle,1972-04-17,8.0,
2002,NE,DE,Rick Lyle,1971-02-26,8.0,
2002,SF,C,Ben Lynch,1972-11-18,6.0,
2002,TB,SS,John Lynch,1971-09-25,9.0,
2002,GB,DT,Billy Lyon,1973-12-10,5.0,
2002,NYJ,G,J.P. Machado,1976-01-06,3.0,
2002,JAX,RB,Stacey Mack,1975-06-26,3.0,
2002,PIT,QB,Tommy Maddox,1971-09-02,10.0,
2002,MIA,CB,Sam Madison,1974-04-23,5.0,
2002,ARZ,FB,Joel Makovicka,1975-10-06,3.0,
2002,CAR,TE,Kris Mangum,1973-08-15,5.0,
2002,CHI,C,Patrick Mannelly,1975-04-18,4.0,
2002,IND,QB,Peyton Manning,1976-03-24,4.0,Tennessee
2002,MIA,K,Olindo Mare,1973-06-06,6.0,
2002,MIA,FS,Brock Marion,1970-06-11,9.0,
2002,WAS,OLB,Lemar Marshall,1976-12-17,3.0,
2002,PHI,FB,Cecil Martin,1975-07-08,3.0,
2002,NYJ,RB,Curtis Martin,1973-05-01,7.0,
2002,SL,QB,Jamie Martin,1970-02-08,9.0,
2002,NE,DT,Steve Martin,1974-05-31,6.0,
2002,KC,OLB,Mike Maslowski,1974-07-11,5.0,
2002,TEN,WR,Derrick Mason,1974-01-17,5.0,
2002,WAS,OLB,Eddie Mason,1972-01-09,7.0,
2002,TEN,T,Jason Mathews,1971-02-09,8.0,
2002,ATL,CB,Kevin Mathis,1974-04-29,5.0,
2002,PIT,WR,Terance Mathis,1967-06-07,12.0,
2002,WAS,QB,Shane Matthews,1970-06-01,9.0,
2002,NYJ,C,Kevin Mawae,1971-01-23,8.0,
2002,PHI,G,Jermane Mayberry,1973-08-29,6.0,
2002,CHI,P,Brad Maynard,1974-02-09,5.0,
2002,NO,RB,Fred McAfee,1968-06-20,11.0,
2002,BLT,CB,Chris McAlister,1977-06-14,3.0,
2002,GB,CB,Tod McBride,1976-01-26,3.0,
2002,ATL,SS,Gerald McBurrows,1973-10-07,7.0,
2002,DEN,WR,Ed McCaffrey,1968-08-17,11.0,
2002,TB,WR,Keenan McCardell,1970-01-06,11.0,
2002,SL,CB,Dexter McCleon,1973-10-09,5.0,
2002,ATL,C,Todd McClure,1977-02-16,3.0,
2002,SL,C,Andy McCollum,1970-06-02,8.0,
2002,SD,FB,Fred McCrary,1972-09-19,7.0,
2002,BLT,DE,Michael McCrary,1970-07-07,9.0,
2002,CLV,CB,Daylon McCutcheon,1976-12-09,3.0,
2002,CAR,CB,Emmanuel McDaniel,1972-07-27,6.0,
2002,TB,NT,Anthony McFarland,1977-12-18,3.0,
2002,MIA,SS,Scott McGarrahan,1974-02-12,4.0,
2002,DAL,TE,Tony McGee,1971-04-21,9.0,
2002,NE,DE,Willie McGinest,1971-12-11,8.0,
2002,DEN,DT,Chester McGlockton,1969-09-16,10.0,
2002,ATL,DT,Reggie McGrew,1976-12-16,3.0,
2002,GB,DE,Keith McKenzie,1973-10-17,6.0,
2002,GB,CB,Mike McKenzie,1976-04-26,3.0,
2002,ARZ,FB,Dennis McKinley,1976-11-03,3.0,
2002,DAL,G,Jeremy McKinney,1976-01-06,4.0,
2002,HST,C,Steve McKinney,1975-10-15,4.0,
2002,ARZ,MLB,Ronald McKinnon,1973-09-20,6.0,
2002,MIA,WR,James McKnight,1972-06-17,8.0,
2002,PHI,QB,Donovan McNabb,1976-11-25,3.0,
2002,TEN,QB,Steve McNair,1973-02-14,7.0,
2002,SD,CB,Ryan McNeil,1970-10-04,9.0,
2002,CHI,CB,R.W. McQuarters,1976-12-21,4.0,
2002,IND,T,Adam Meadows,1974-01-25,5.0,
2002,GB,WR,Eric Metcalf,1968-01-23,13.0,
2002,NYJ,CB,Ray Mickens,1973-01-04,6.0,
2002,OAK,G,Frank Middleton,1974-10-25,5.0,
2002,SEA,TE,Itula Mili,1973-04-20,5.0,
2002,HST,TE,Billy Miller,1977-04-24,3.0,
2002,NO,C,Bubba Miller,1973-01-24,6.0,
2002,TEN,T,Fred Miller,1973-02-06,6.0,
2002,CHI,QB,Jim Miller,1971-02-09,8.0,
2002,PIT,P,Josh Miller,1970-07-14,9.0,
2002,NE,SS,Lawyer Milloy,1973-11-14,6.0,
2002,CAR,OLB,Kory Minor,1976-12-14,3.0,
2002,CAR,SS,Mike Minter,1974-01-15,5.0,
2002,MIA,CB,Paul Miranda,1976-05-02,3.0,
2002,OAK,QB,Rick Mirer,1970-03-19,9.0,
2002,BLT,SS,Anthony Mitchell,1974-12-13,3.0,
2002,SEA,DE,Brandon Mitchell,1975-06-19,5.0,
2002,PHI,RB,Brian Mitchell,1968-08-18,12.0,
2002,TEN,CB,Donald Mitchell,1976-12-14,3.0,
2002,CAR,C,Jeff Mitchell,1974-01-29,5.0,
2002,HST,OLB,Keith Mitchell,1974-07-24,5.0,
2002,WAS,MLB,Kevin Mitchell,1971-01-01,8.0,
2002,JAX,TE,Pete Mitchell,1971-10-09,7.0,
2002,MIN,DE,Kenny Mixon,1975-05-31,4.0,
2002,DEN,OLB,John Mobley,1973-10-10,6.0,
2002,ATL,P,Chris Mohr,1966-05-11,13.0,
2002,SD,CB,Alex Molden,1973-08-04,6.0,
2002,CAR,RB,Joe Montgomery,1976-06-08,3.0,
2002,CHI,SS,Damon Moore,1976-09-15,3.0,
2002,BUF,TE,Dave Moore,1969-11-11,10.0,
2002,NYG,WR,Herman Moore,1969-10-20,11.0,
2002,SF,FS,Jason Moore,1976-01-15,4.0,
2002,WAS,C,Larry Moore,1975-06-01,5.0,
2002,BUF,P,Brian Moorman,1976-02-05,3.0,
2002,SF,DE,Sean Moran,1973-06-05,6.0,
2002,MIN,FB,Harold Morrow,1973-02-24,6.0,
2002,KC,WR,Johnnie Morton,1971-10-07,8.0,
2002,MIN,WR,Randy Moss,1977-02-13,4.0,
2002,BUF,WR,Eric Moulds,1973-07-17,6.0,
2002,CAR,WR,Muhsin Muhammad,1973-05-05,6.0,
2002,BLT,T,Edwin Mulitalo,1974-09-01,3.0,
2002,SL,WR,Yo Murphy,1973-05-11,5.0,
2002,DAL,DT,Michael Myers,1976-01-20,4.0,
2002,JAX,G,Chris Naeole,1974-12-25,5.0,
2002,MIA,G,Jamie Nails,1977-06-03,5.0,
2002,DEN,C,Tom Nalen,1971-05-13,8.0,
2002,CAR,OLB,Hannibal Navies,1977-07-19,3.0,
2002,CIN,FB,Lorenzo Neal,1970-12-27,9.0,
2002,TEN,K,Joe Nedney,1973-03-22,7.0,
2002,DEN,G,Dan Neil,1973-10-21,5.0,
2002,MIN,MLB,Jim Nelson,1975-04-16,4.0,
2002,CAR,G,Jamar Nesbit,1976-12-17,3.0,
2002,SF,C,Jeremy Newberry,1976-03-23,4.0,
2002,BUF,OLB,Keith Newman,1977-01-19,3.0,
2002,DAL,MLB,Dat Nguyen,1975-09-25,3.0,
2002,GB,MLB,Hardy Nickerson,1965-09-01,15.0,
2002,DAL,NT,Brandon Noble,1974-04-10,5.0,
2002,SL,G,Tom Nutten,1971-06-08,7.0,
2002,IND,DE,Chukie Nwokorie,1975-07-10,3.0,
2002,TEN,QB,Neil O'Donnell,1966-07-03,12.0,
2002,CIN,G,Matt O'Dwyer,1972-09-01,7.0,
2002,NYJ,C,Dennis O'Sullivan,1976-01-28,3.0,
2002,TB,T,Roman Oben,1972-10-09,6.0,
2002,CIN,DE,Eric Ogbogu,1975-07-18,4.0,
2002,BLT,WR,Jeff Ogden,1975-02-22,4.0,
2002,BLT,T,Jonathan Ogden,1974-07-31,6.0,
2002,SF,DE,Chike Okeafor,1976-03-27,3.0,
2002,TEN,G,Benji Olson,1975-06-05,4.0,
2002,HST,C,Chad Overhauser,1975-06-17,4.0,
2002,KC,DE,Ritchie Owens,1972-05-22,7.0,
2002,SF,WR,Terrell Owens,1973-12-07,6.0,
2002,SL,T,Orlando Pace,1975-11-04,5.0,
2002,DAL,T,Solomon Page,1976-02-27,3.0,
2002,BLT,DE,Riddick Parker,1972-11-20,7.0,
2002,SD,T,Vaughn Parker,1971-06-05,8.0,
2002,OAK,DT,John Parrella,1969-11-22,9.0,
2002,SF,SS,Tony Parrish,1975-11-23,4.0,
2002,NO,WR,Jerome Pathon,1975-12-16,4.0,
2002,NE,WR,David Patten,1974-08-19,5.0,
2002,KC,MLB,Marvcus Patton,1967-05-01,12.0,
2002,HST,NT,Seth Payne,1975-02-12,5.0,
2002,GB,QB,Doug Pederson,1968-01-31,11.0,
2002,CAR,QB,Rodney Peete,1966-03-16,13.0,
2002,MIA,TE,Ed Perry,1974-09-01,5.0,
2002,MIN,FS,Jason Perry,1976-08-01,3.0,
2002,MIA,G,Todd Perry,1970-11-28,9.0,
2002,CHI,DT,Christian Peter,1972-10-05,6.0,
2002,IND,OLB,Mike Peterson,1976-06-17,3.0,
2002,PIT,K,Todd Peterson,1970-02-04,9.0,
2002,NYG,T,Luke Petitgout,1976-06-16,3.0,
2002,NE,OLB,Roman Phifer,1968-03-05,11.0,
2002,IND,T,Pete Pierson,1971-02-04,8.0,
2002,TEN,G,Zach Piller,1976-05-02,3.0,
2002,DEN,DE,Kavika Pittman,1974-10-09,6.0,
2002,TB,RB,Michael Pittman,1975-08-14,4.0,
2002,ARZ,P,Scott Player,1969-12-17,6.0,
2002,NE,DE,Anthony Pleasant,1968-01-27,12.0,
2002,ARZ,QB,Jake Plummer,1974-12-19,5.0,
2002,IND,TE,Marcus Pollard,1972-02-08,7.0,
2002,DEN,CB,Tyrone Poole,1972-02-03,7.0,
2002,DET,DE,Robert Porcher,1969-07-30,10.0,
2002,PIT,OLB,Joey Porter,1977-03-22,3.0,
2002,HST,OLB,Jeff Posey,1975-08-14,5.0,
2002,WAS,DE,Carl Powell,1974-01-04,5.0,
2002,BUF,T,Marcus Price,1972-03-03,7.0,
2002,BUF,WR,Peerless Price,1976-10-27,3.0,
2002,SD,DT,Shawn Price,1970-03-28,9.0,
2002,BUF,FS,Pierson Prioleau,1977-08-06,3.0,
2002,DET,DT,Kelvin Pritchett,1969-10-24,11.0,
2002,CHI,FB,Stanley Pritchett,1973-12-22,6.0,
2002,SL,WR,Ricky Proehl,1968-03-07,12.0,
2002,DEN,DE,Trevor Pryce,1975-08-03,5.0,
2002,TB,MLB,Shelton Quarles,1971-09-11,8.0,
2002,KC,QB,Jonathan Quinn,1975-02-27,4.0,
2002,HST,QB,Mike Quinn,1974-04-15,5.0,
2002,JAX,MLB,Wali Rainer,1977-04-19,3.0,
2002,SEA,DT,John Randle,1967-12-12,12.0,
2002,KC,NT,Derrick Ransom,1976-09-13,4.0,
2002,WAS,TE,Walter Rasby,1972-09-07,8.0,
2002,SD,C,Cory Raymer,1973-03-03,7.0,
2002,DEN,DT,Montae Reagor,1977-06-29,3.0,
2002,NO,WR,Jake Reed,1967-09-28,11.0,
2002,PHI,OLB,Ike Reese,1973-10-16,4.0,
2002,DEN,FS,Izell Reese,1974-05-07,4.0,
2002,CIN,G,Scott Rehberg,1973-11-17,5.0,
2002,ARZ,CB,Coby Rhinehart,1977-02-07,3.0,
2002,OAK,WR,Jerry Rice,1962-10-13,17.0,
2002,TB,DE,Simeon Rice,1974-02-24,6.0,
2002,CAR,FS,Damien Richardson,1976-04-03,4.0,
2002,MIN,P,Kyle Richardson,1973-03-02,5.0,
2002,KC,FB,Tony Richardson,1971-12-17,8.0,
2002,SD,K,Wade Richey,1976-05-19,4.0,
2002,DET,TE,Mikhael Ricks,1974-11-14,4.0,
2002,BUF,TE,Jay Riemersma,1973-05-17,6.0,
2002,NO,T,Victor Riley,1974-11-04,4.0,
2002,OAK,FB,Jon Ritchie,1974-09-04,4.0,
2002,GB,G,Marco Rivera,1972-04-26,6.0,
2002,KC,T,Willie Roaf,1970-04-18,9.0,
2002,OAK,C,Barret Robbins,1973-08-26,7.0,
2002,SEA,FS,Marcus Robertson,1969-10-02,11.0,
2002,CHI,DE,Bryan Robinson,1974-06-22,5.0,
2002,NYJ,FS,Damien Robinson,1973-12-22,5.0,
2002,BUF,OLB,Eddie Robinson,1970-04-13,10.0,
2002,CHI,WR,Marcus Robinson,1975-02-27,5.0,
2002,MIA,OLB,Derrick Rodgers,1971-10-14,5.0,
2002,BUF,WR,Charlie Rogers,1976-06-19,3.0,
2002,ATL,OLB,Sam Rogers,1970-05-30,8.0,
2002,CLV,DE,Tyrone Rogers,1974-03-09,3.0,
2002,TEN,CB,Samari Rolle,1976-08-10,4.0,
2002,OAK,OLB,Bill Romanowski,1966-04-02,14.0,
2002,BUF,WR,Andre Rone,1976-04-14,4.0,
2002,NYG,T,Mike Rosenthal,1977-06-10,3.0,
2002,CIN,MLB,Adrian Ross,1975-02-19,4.0,
2002,PIT,G,Oliver Ross,1974-09-27,4.0,
2002,ATL,CB,Allen Rossum,1975-10-22,4.0,
2002,PIT,P,Tom Rouen,1968-06-09,11.0,
2002,ARZ,G,Raleigh Roundtree,1975-08-31,5.0,
2002,MIA,P,Mark Royals,1965-06-22,16.0,
2002,CLV,DT,Orpheus Roye,1973-01-21,6.0,
2002,CAR,DE,Mike Rucker,1975-02-28,3.0,
2002,CLV,OLB,Dwayne Rudd,1976-02-03,5.0,
2002,MIA,C,Tim Ruddy,1972-04-27,8.0,
2002,NE,C,Grey Ruegamer,1976-06-11,3.0,
2002,SD,MLB,Orlando Ruff,1976-09-28,3.0,
2002,PHI,T,Jon Runyan,1973-11-27,6.0,
2002,MIA,OLB,Twan Russell,1974-04-25,5.0,
2002,ARZ,MLB,Johnny Rutledge,1977-01-04,3.0,
2002,HST,TE,Rod Rutledge,1975-08-12,4.0,
2002,DEN,T,Ephraim Salaam,1976-06-19,4.0,
2002,TEN,WR,Chris Sanders,1972-05-08,7.0,
2002,ARZ,WR,Frank Sanders,1973-02-17,7.0,
2002,NO,T,Scott Sanderson,1974-07-25,5.0,
2002,TB,DT,Warren Sapp,1972-12-19,7.0,
2002,IND,C,Jeff Saturday,1975-06-18,4.0,
2002,CAR,P,Todd Sauerbrun,1973-01-04,7.0,
2002,CHI,QB,Cory Sauter,1974-11-21,4.0,
2002,MIN,DT,Talance Sawyer,1976-06-14,3.0,
2002,HST,G,Ryan Schau,1975-12-30,3.0,
2002,DET,FB,Cory Schlesinger,1972-06-23,7.0,
2002,DET,WR,Bill Schroeder,1971-01-09,8.0,
2002,TEN,FS,Lance Schulters,1975-05-27,4.0,
2002,IND,DE,Brad Scioli,1976-09-06,3.0,
2002,PIT,CB,Chad Scott,1974-09-06,5.0,
2002,DAL,WR,Darnay Scott,1972-07-07,8.0,
2002,HST,DE,Corey Sears,1973-04-15,6.0,
2002,SD,OLB,Junior Seau,1969-01-19,12.0,
2002,NYG,CB,Jason Sehorn,1971-04-15,8.0,
2002,DET,G,Tony Semple,1970-12-20,8.0,
2002,NYG,CB,Kato Serwanga,1976-07-23,4.0,
2002,WAS,SS,Sam Shade,1973-06-14,7.0,
2002,DEN,TE,Shannon Sharpe,1968-06-26,12.0,
2002,GB,FS,Darren Sharper,1975-11-03,5.0,
2002,HST,MLB,Jamie Sharper,1974-11-23,5.0,
2002,JAX,WR,Bobby Shaw,1973-04-23,4.0,
2002,OAK,CB,Terrance Shaw,1973-11-11,7.0,
2002,CHI,FB,Daimon Shelton,1972-09-15,5.0,
2002,ARZ,T,L.J. Shelton,1976-03-21,3.0,
2002,KC,G,Will Shields,1971-09-15,9.0,
2002,TEN,CB,Dainon Sidney,1975-05-30,4.0,
2002,SEA,OLB,Anthony Simmons,1976-06-20,4.0,
2002,CIN,MLB,Brian Simmons,1975-06-21,4.0,
2002,HST,CB,Jason Simmons,1976-03-30,4.0,
2002,NYG,WR,Tony Simmons,1974-12-08,4.0,
2002,PHI,DE,Mike Sinclair,1968-01-31,11.0,
2002,TB,OLB,Al Singleton,1975-08-07,5.0,
2002,NO,TE,David Sloan,1972-06-08,7.0,
2002,PIT,DE,Aaron Smith,1976-04-19,3.0,
2002,CIN,QB,Akili Smith,1975-08-21,3.0,
2002,NE,RB,Antowain Smith,1972-03-14,5.0,
2002,ATL,DE,Brady Smith,1973-06-05,6.0,
2002,WAS,DE,Bruce Smith,1963-06-18,17.0,
2002,NO,OLB,Darrin Smith,1970-04-15,9.0,
2002,SF,ILB,Derek Smith,1975-01-18,5.0,
2002,IND,FB,Detron Smith,1974-02-25,6.0,
2002,DAL,RB,Emmitt Smith,1969-05-15,12.0,
2002,IND,P,Hunter Smith,1977-08-09,3.0,
2002,PIT,C,Jeff Smith,1973-05-25,6.0,
2002,JAX,WR,Jimmy Smith,1969-02-09,10.0,
2002,CAR,RB,Lamar Smith,1970-11-29,8.0,
2002,JAX,DT,Larry Smith,1974-12-04,3.0,
2002,CLV,DT,Mark Smith,1974-08-28,5.0,
2002,NE,CB,Otis Smith,1965-10-22,12.0,
2002,DEN,WR,Rod Smith,1970-05-15,8.0,
2002,OAK,OLB,Travian Smith,1975-08-26,4.0,
2002,NYJ,FB,Jerald Sowell,1974-01-21,5.0,
2002,KC,T,Marcus Spears,1971-09-28,8.0,
2002,DEN,CB,Jimmy Spencer,1969-03-29,11.0,
2002,JAX,DE,Paul Spicer,1975-08-18,4.0,
2002,HST,T,Cameron Spikes,1976-11-06,3.0,
2002,CIN,OLB,Takeo Spikes,1976-12-17,4.0,
2002,TB,DE,Greg Spires,1974-08-12,4.0,
2002,DEN,OLB,Donnie Spragan,1976-07-12,3.0,
2002,MIA,T,Marcus Spriggs,1974-05-30,5.0,
2002,SEA,CB,Shawn Springs,1975-03-11,5.0,
2002,WAS,G,Brenden Stai,1972-03-30,7.0,
2002,PHI,RB,Duce Staley,1975-02-27,5.0,
2002,HST,P,Chad Stanley,1976-01-29,3.0,
2002,ARZ,CB,Duane Starks,1974-05-23,4.0,
2002,TB,RB,Aaron Stecker,1975-11-13,3.0,
2002,CIN,DT,Glen Steele,1974-10-04,4.0,
2002,NYG,CB,Reggie Stephens,1975-02-21,3.0,
2002,CAR,T,Todd Steussie,1970-12-01,8.0,
2002,HST,FS,Matt Stevens,1973-06-14,6.0,
2002,DET,RB,James Stewart,1971-12-27,7.0,
2002,PIT,QB,Kordell Stewart,1972-10-16,7.0,
2002,KC,DE,Gary Stills,1974-07-11,3.0,
2002,OAK,G,Matt Stinchcomb,1977-06-03,3.0,
2002,CLV,G,Barry Stokes,1973-12-20,6.0,
2002,SF,WR,J.J. Stokes,1972-10-06,7.0,
2002,BLT,WR,Brandon Stokley,1976-06-23,3.0,
2002,SF,G,Ron Stone,1971-07-20,9.0,
2002,NYG,FS,Omar Stoutmire,1974-07-09,5.0,
2002,BLT,K,Matt Stover,1968-01-27,12.0,
2002,NYG,DE,Michael Strahan,1971-11-21,9.0,
2002,SF,WR,Tai Streets,1977-04-20,3.0,
2002,SEA,FB,Mack Strong,1971-09-11,9.0,
2002,KC,P,Dan Stryzinski,1965-05-15,14.0,
2002,SF,DT,Dana Stubblefield,1970-11-14,9.0,
2002,MIA,CB,Patrick Surtain,1976-06-19,4.0,
2002,NYJ,WR,Kevin Swayne,1975-01-17,5.0,
2002,SF,TE,Justin Swift,1975-08-14,3.0,
2002,DAL,WR,Reginald Swinton,1975-07-24,4.0,
2002,IND,MLB,Sam Sword,1974-12-04,3.0,
2002,NYJ,G,Dave Szott,1967-12-12,12.0,
2002,KC,T,John Tait,1975-01-26,3.0,
2002,ARZ,DT,Barron Tanner,1973-09-14,5.0,
2002,BLT,CB,Robert Tate,1973-10-19,5.0,
2002,CAR,DE,Josh Taves,1972-05-13,7.0,
2002,PHI,CB,Bobby Taylor,1973-12-28,7.0,
2002,JAX,RB,Fred Taylor,1976-01-27,4.0,
2002,MIA,DE,Jason Taylor,1974-09-01,5.0,
2002,BUF,C,Trey Teague,1974-12-27,4.0,
2002,JAX,G,Daryl Terrell,1975-01-25,5.0,
2002,WAS,FS,David Terrell,1975-07-08,4.0,
2002,CAR,T,Chris Terry,1975-08-08,3.0,
2002,SEA,OLB,Tim Terry,1974-07-26,5.0,
2002,NYJ,QB,Vinny Testaverde,1963-11-13,15.0,
2002,ATL,OLB,John Thierry,1971-09-04,8.0,
2002,NO,CB,Fred Thomas,1973-09-11,6.0,
2002,NYJ,G,Randy Thomas,1976-01-19,3.0,
2002,DAL,FB,Robert Thomas,1974-12-01,4.0,
2002,PHI,T,Tra Thomas,1974-11-20,4.0,
2002,MIA,MLB,Zach Thomas,1973-09-01,6.0,
2002,PHI,TE,Jeff Thomason,1969-12-30,10.0,
2002,WAS,WR,Derrius Thompson,1977-07-05,3.0,
2002,TEN,DT,John Thornton,1976-10-02,3.0,
2002,PHI,WR,James Thrash,1975-04-28,5.0,
2002,SL,G,Adam Timmerman,1971-08-14,7.0,
2002,SEA,C,Robbie Tobeck,1970-03-06,9.0,
2002,GB,DE,Jared Tomich,1974-04-24,5.0,
2002,SEA,SS,Reggie Tongue,1973-04-11,6.0,
2002,NYG,WR,Amani Toomer,1974-09-08,6.0,
2002,PIT,CB,Deshea Townsend,1975-09-08,4.0,
2002,BLT,CB,James Trapp,1969-12-28,9.0,
2002,CHI,DT,Keith Traylor,1969-09-03,11.0,
2002,OAK,C,Adam Treu,1974-06-24,5.0,
2002,WAS,MLB,Jeremiah Trotter,1977-01-20,4.0,
2002,KC,DE,R-Kal Truluck,1974-09-30,5.0,
2002,CHI,G,Rex Tucker,1976-12-20,3.0,
2002,CLV,T,Ryan Tucker,1975-06-12,5.0,
2002,PIT,TE,Jerame Tuman,1976-03-24,3.0,
2002,TB,P,Tom Tupa,1966-02-06,14.0,
2002,NYJ,P,Matt Turk,1968-06-16,9.0,
2002,NO,T,Kyle Turley,1975-09-24,4.0,
2002,CAR,T,Melvin Tuten,1971-11-11,7.0,
2002,ATL,MLB,Artie Ulmer,1973-07-30,5.0,
2002,TB,C,Morris Unutoa,1971-03-10,6.0,
2002,OAK,DE,Regan Upshaw,1975-08-12,6.0,
2002,IND,FS,Eric Vance,1975-07-14,5.0,
2002,IND,K,Mike Vanderjagt,1970-03-24,4.0,
2002,SD,WR,Tamarick Vanover,1974-02-25,7.0,
2002,BUF,QB,Alex Van Pelt,1970-05-01,9.0,
2002,CLV,T,Ross Verba,1973-10-31,5.0,
2002,WAS,G,Kipp Vickers,1969-08-27,9.0,
2002,CHI,G,Chris Villarrial,1973-06-09,6.0,
2002,NE,K,Adam Vinatieri,1972-12-28,6.0,South Dakota State
2002,PHI,CB,Troy Vincent,1970-06-08,10.0,
2002,PIT,DE,Kimo Von Oelhoffen,1971-01-30,8.0,
2002,NE,OLB,Mike Vrabel,1975-08-14,5.0,
2002,JAX,C,John Wade,1975-01-25,4.0,
2002,GB,G,Mike Wahle,1977-03-29,4.0,
2002,DET,SS,Bracy Walker,1970-10-28,8.0,
2002,DET,FS,Brian Walker,1972-05-31,6.0,
2002,DEN,CB,Denard Walker,1973-08-09,5.0,
2002,HST,DE,Gary Walker,1973-02-28,7.0,
2002,GB,NT,Rod Walker,1976-02-04,3.0,
2002,CAR,DE,Al Wallace,1974-03-25,5.0,
2002,CAR,TE,Wesley Walls,1966-02-26,13.0,
2002,MIN,WR,Chris Walsh,1968-12-12,10.0,
2002,NE,P,Ken Walter,1972-08-15,5.0,
2002,MIA,WR,Dedric Ward,1974-09-29,5.0,
2002,PIT,WR,Hines Ward,1976-03-08,4.0,
2002,KC,CB,Eric Warfield,1976-03-03,4.0,
2002,SL,QB,Kurt Warner,1971-06-22,8.0,
